sha256,original_file_path,matching_file_path,same_filename
d7db50da2f2d91a4b264449684879be0818aba96e4a97752fbff79d0f380753c,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/WP_20161016_008.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Amsterdam/2016_Amsterdam_13.JPG,False
f4a98a7cd7c136944b2c142129a961ab9b5f59ddadc83f167612b6ddbb1b598d,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/WP_20161016_007 1.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Amsterdam/2016_Amsterdam_14.JPG,False
f4a98a7cd7c136944b2c142129a961ab9b5f59ddadc83f167612b6ddbb1b598d,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/WP_20161016_007.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Amsterdam/2016_Amsterdam_14.JPG,False
e13f0f37141b33c0940c306d29598e4dc8c93b0497f54daf515e46ac29029503,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/2016_June_01.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Juni/2016_June_00.jpg,False
9a7d825bc7baacebc1a9d27b0467d8df85147b9f96974c404df73ffb55c52174,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/Handy 560.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Juni/2016_June_05.jpg,False
9a7d825bc7baacebc1a9d27b0467d8df85147b9f96974c404df73ffb55c52174,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/Handy 560_1.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Juni/2016_June_05.jpg,False
cae24d05556e1107139ddf129b3e89fc23c3c3bf26e5e65b9a853d892382f727,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/Handy 914.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Oktober/2016_Amsterdam_09.jpg,False
cae24d05556e1107139ddf129b3e89fc23c3c3bf26e5e65b9a853d892382f727,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/Handy 914_1.jpg,/Users/annibauer/Documents/__Photos.nosync/2016 Oktober/2016_Amsterdam_09.jpg,False
934014a48ac54cd7f5e740163379f3edee5262160ff2a102092b2c8d313fe106,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/IMG_7032.JPG,/Users/annibauer/Documents/__Photos.nosync/2016-06-30/2016_Aix_00.JPG,False
1a6743e9844dad355a4d7e2842c8f0068754705ac4fa44c01ec3281681846fd2,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/Marokko 311.jpg,/Users/annibauer/Documents/__Photos.nosync/2017 April/2017_Ostern_07.jpg,False
398eb40a91751c286a5f84fdca0fa81072173fee2524f044a565bba7b0ccdaa2,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/001.JPG,/Users/annibauer/Documents/__Photos.nosync/2017 August/2017_August_00.JPG,False
64987f0c315506a7d704567283a23d53399d39526f304c1faa914c66a57092df,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/002.JPG,/Users/annibauer/Documents/__Photos.nosync/2017 August/2017_August_01.JPG,False
493342031608f48e12eb201c7629e9d6f33a879aba129a1eb0f1264ba2c81e39,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/003.JPG,/Users/annibauer/Documents/__Photos.nosync/2017 August/2017_August_02.JPG,False
ee763808fddd62dc7e684a99195dbd6f8a2960f18aead458019e82997ffbf4da,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/005.JPG,/Users/annibauer/Documents/__Photos.nosync/2017 August/2017_August_05.JPG,False
64773ee57a2a55a7ea380565a91fef5e2572e1a9212ff0528bfae685830ff256,/Users/annibauer/Documents/__Coding.nosync/PhotoAssistant/analysis_output/discarded_review/007.JPG,/Users/annibauer/Documents/__Photos.nosync/2017 August/2017_August_06.JPG,False
